barrier_sequence,sequence_length,barrier_changes,reward_path_lengths,choice_points
"[frozenset({np.int64(34), np.int64(37), np.int64(10), np.int64(45), np.int64(14), np.int64(13), np.int64(15), np.int64(25), np.int64(28)}), frozenset({34, 37, 40, 10, 45, 13, 14, 15, 25}), frozenset({34, 37, 40, 10, 45, 14, 15, 25, 30})]",3,"[[np.int64(28), 40], [13, 30]]","[[19, 17, 15], [19, 15, 17], [17, 15, 19]]","[{35}, {24}, {16}]"
"[frozenset({np.int64(32), np.int64(39), np.int64(10), np.int64(11), np.int64(46), np.int64(18), np.int64(19), np.int64(21), np.int64(30)}), frozenset({32, 39, 41, 10, 11, 46, 19, 21, 30}), frozenset({32, 39, 10, 11, 46, 19, 21, 24, 30})]",3,"[[np.int64(18), 41], [41, 24]]","[[21, 15, 17], [19, 15, 21], [19, 25, 17]]","[{29}, {16}, {31}]"
"[frozenset({np.int64(39), np.int64(7), np.int64(44), np.int64(14), np.int64(46), np.int64(20), np.int64(23), np.int64(26), np.int64(30)}), frozenset({39, 7, 44, 14, 46, 20, 23, 30, 31}), frozenset({7, 39, 44, 46, 14, 17, 20, 23, 31})]",3,"[[np.int64(26), 31], [30, 17]]","[[23, 17, 17], [15, 17, 21], [23, 17, 17]]","[{29}, {13}, {29}]"
"[frozenset({np.int64(32), np.int64(8), np.int64(12), np.int64(45), np.int64(46), np.int64(16), np.int64(21), np.int64(25), np.int64(29)}), frozenset({32, 8, 40, 12, 45, 46, 21, 25, 29}), frozenset({32, 8, 40, 12, 45, 46, 16, 21, 29})]",3,"[[np.int64(16), 40], [25, 16]]","[[17, 21, 15], [17, 15, 21], [17, 23, 17]]","[{31}, {13}, {31}]"
"[frozenset({np.int64(9), np.int64(42), np.int64(44), np.int64(17), np.int64(18), np.int64(20), np.int64(22), np.int64(23), np.int64(30)}), frozenset({9, 42, 44, 13, 18, 20, 22, 23, 30}), frozenset({9, 42, 44, 13, 18, 22, 23, 26, 30})]",3,"[[np.int64(17), 13], [20, 26]]","[[23, 17, 17], [15, 21, 17], [23, 17, 17]]","[{29}, {31}, {29}]"
"[frozenset({np.int64(32), np.int64(34), np.int64(8), np.int64(44), np.int64(13), np.int64(46), np.int64(15), np.int64(21), np.int64(30)}), frozenset({32, 34, 8, 44, 46, 15, 16, 21, 30}), frozenset({32, 34, 8, 44, 46, 15, 16, 26, 30})]",3,"[[np.int64(13), 16], [21, 26]]","[[21, 15, 19], [17, 25, 19], [23, 17, 19]]","[{24}, {31}, {24}]"
"[frozenset({np.int64(37), np.int64(40), np.int64(9), np.int64(18), np.int64(20), np.int64(21), np.int64(25), np.int64(27), np.int64(28)}), frozenset({37, 40, 9, 13, 18, 20, 25, 27, 28}), frozenset({37, 40, 9, 42, 13, 18, 20, 25, 28}), frozenset({37, 40, 9, 42, 17, 18, 20, 25, 28})]",4,"[[np.int64(21), 13], [27, 42], [13, 17]]","[[21, 17, 15], [17, 19, 15], [15, 19, 17], [23, 17, 17]]","[{29}, {36}, {26}, {29}]"
"[frozenset({np.int64(32), np.int64(34), np.int64(8), np.int64(40), np.int64(10), np.int64(15), np.int64(18), np.int64(25), np.int64(31)}), frozenset({34, 35, 8, 40, 10, 15, 18, 25, 31}), frozenset({34, 35, 40, 10, 12, 15, 18, 25, 31}), frozenset({34, 40, 10, 12, 15, 18, 22, 25, 31})]",4,"[[np.int64(32), 35], [8, 12], [35, 22]]","[[19, 15, 17], [17, 15, 19], [15, 17, 19], [21, 17, 17]]","[{24}, {16}, {17}, {24}]"
"[frozenset({np.int64(32), np.int64(36), np.int64(8), np.int64(40), np.int64(9), np.int64(11), np.int64(17), np.int64(20), np.int64(28)}), frozenset({32, 36, 8, 40, 9, 11, 20, 21, 28}), frozenset({32, 40, 9, 8, 11, 20, 21, 28, 31}), frozenset({32, 35, 8, 40, 9, 11, 20, 28, 31})]",4,"[[np.int64(17), 21], [36, 31], [21, 35]]","[[23, 17, 17], [17, 17, 23], [21, 17, 15], [17, 17, 23]]","[{29}, {13}, {29}, {13}]"
"[frozenset({np.int64(32), np.int64(35), np.int64(8), np.int64(9), np.int64(41), np.int64(46), np.int64(20), np.int64(21), np.int64(28)}), frozenset({32, 8, 9, 41, 46, 20, 21, 28, 29}), frozenset({32, 36, 8, 9, 41, 46, 21, 28, 29})]",3,"[[np.int64(35), 29], [20, 36]]","[[17, 17, 23], [17, 21, 15], [17, 17, 23]]","[{13}, {31}, {13}]"
"[frozenset({np.int64(32), np.int64(34), np.int64(8), np.int64(40), np.int64(12), np.int64(45), np.int64(21), np.int64(25), np.int64(31)}), frozenset({32, 34, 8, 12, 45, 21, 23, 25, 31}), frozenset({32, 34, 8, 12, 45, 21, 23, 25, 30})]",3,"[[np.int64(40), 23], [31, 30]]","[[19, 15, 17], [19, 17, 15], [17, 17, 23]]","[{24}, {35}, {13}]"
"[frozenset({np.int64(32), np.int64(8), np.int64(9), np.int64(41), np.int64(12), np.int64(21), np.int64(25), np.int64(28), np.int64(29)}), frozenset({32, 8, 9, 41, 12, 44, 21, 25, 29}), frozenset({32, 8, 9, 41, 12, 44, 16, 21, 29})]",3,"[[np.int64(28), 44], [25, 16]]","[[17, 21, 15], [17, 15, 21], [17, 23, 17]]","[{31}, {13}, {31}]"
"[frozenset({np.int64(37), np.int64(7), np.int64(11), np.int64(45), np.int64(20), np.int64(21), np.int64(27), np.int64(28), np.int64(29)}), frozenset({35, 37, 7, 11, 45, 20, 21, 27, 28}), frozenset({35, 37, 7, 11, 45, 16, 21, 27, 28})]",3,"[[np.int64(29), 35], [20, 16]]","[[19, 21, 15], [19, 17, 25], [19, 23, 17]]","[{36}, {13}, {36}]"
"[frozenset({np.int64(32), np.int64(37), np.int64(7), np.int64(40), np.int64(16), np.int64(18), np.int64(20), np.int64(25), np.int64(28)}), frozenset({37, 7, 40, 42, 16, 18, 20, 25, 28}), frozenset({37, 7, 40, 42, 17, 18, 20, 25, 28})]",3,"[[np.int64(32), 42], [16, 17]]","[[17, 19, 15], [15, 19, 17], [23, 17, 17]]","[{36}, {26}, {29}]"
"[frozenset({np.int64(7), np.int64(39), np.int64(42), np.int64(17), np.int64(20), np.int64(22), np.int64(23), np.int64(27), np.int64(30)}), frozenset({39, 7, 42, 13, 20, 22, 23, 27, 30}), frozenset({39, 7, 42, 13, 22, 23, 26, 27, 30})]",3,"[[np.int64(17), 13], [20, 26]]","[[23, 17, 17], [15, 21, 17], [23, 17, 17]]","[{29}, {31}, {29}]"
"[frozenset({np.int64(32), np.int64(8), np.int64(41), np.int64(12), np.int64(44), np.int64(45), np.int64(16), np.int64(21), np.int64(29)}), frozenset({32, 8, 41, 12, 45, 44, 21, 25, 29}), frozenset({32, 8, 41, 12, 45, 21, 23, 25, 29}), frozenset({32, 36, 8, 41, 12, 45, 21, 23, 29})]",4,"[[np.int64(16), 25], [44, 23], [25, 36]]","[[17, 23, 17], [17, 15, 21], [17, 21, 15], [17, 17, 23]]","[{31}, {13}, {31}, {13}]"
"[frozenset({np.int64(34), np.int64(37), np.int64(13), np.int64(45), np.int64(15), np.int64(22), np.int64(23), np.int64(25), np.int64(29)}), frozenset({34, 37, 13, 45, 15, 22, 23, 25, 26}), frozenset({34, 37, 40, 45, 13, 15, 22, 25, 26}), frozenset({34, 37, 7, 40, 13, 45, 15, 22, 25})]",4,"[[np.int64(29), 26], [23, 40], [26, 7]]","[[17, 19, 15], [19, 17, 15], [19, 15, 17], [17, 21, 17]]","[{36}, {35}, {24}, {36}]"
"[frozenset({np.int64(39), np.int64(9), np.int64(10), np.int64(42), np.int64(21), np.int64(22), np.int64(23), np.int64(25), np.int64(30)}), frozenset({39, 9, 42, 10, 22, 23, 24, 25, 30}), frozenset({35, 39, 9, 10, 42, 22, 23, 25, 30})]",3,"[[np.int64(21), 24], [24, 35]]","[[23, 17, 17], [15, 21, 17], [15, 17, 19]]","[{29}, {31}, {17}]"
"[frozenset({np.int64(37), np.int64(8), np.int64(12), np.int64(45), np.int64(16), np.int64(21), np.int64(25), np.int64(27), np.int64(29)}), frozenset({37, 39, 8, 12, 45, 21, 25, 27, 29}), frozenset({37, 39, 8, 12, 45, 16, 21, 27, 29})]",3,"[[np.int64(16), 39], [25, 16]]","[[19, 21, 15], [19, 15, 23], [19, 23, 17]]","[{36}, {13}, {36}]"
"[frozenset({np.int64(34), np.int64(7), np.int64(40), np.int64(10), np.int64(42), np.int64(15), np.int64(18), np.int64(25), np.int64(31)}), frozenset({34, 8, 40, 10, 42, 15, 18, 25, 31}), frozenset({32, 34, 8, 40, 10, 15, 18, 25, 31})]",3,"[[np.int64(7), 8], [42, 32]]","[[15, 17, 19], [17, 15, 19], [19, 15, 17]]","[{17}, {16}, {24}]"
"[frozenset({np.int64(32), np.int64(34), np.int64(8), np.int64(41), np.int64(12), np.int64(15), np.int64(21), np.int64(24), np.int64(25)}), frozenset({32, 34, 35, 8, 41, 12, 15, 21, 25}), frozenset({32, 34, 35, 8, 41, 12, 15, 16, 21})]",3,"[[np.int64(24), 35], [25, 16]]","[[17, 21, 15], [17, 15, 21], [17, 23, 17]]","[{31}, {13}, {31}]"
"[frozenset({np.int64(39), np.int64(8), np.int64(42), np.int64(44), np.int64(13), np.int64(19), np.int64(22), np.int64(25), np.int64(30)}), frozenset({39, 9, 42, 44, 13, 19, 22, 25, 30}), frozenset({39, 9, 42, 44, 13, 19, 22, 26, 30})]",3,"[[np.int64(8), 9], [25, 26]]","[[21, 15, 17], [15, 21, 17], [23, 17, 17]]","[{29}, {31}, {29}]"
"[frozenset({np.int64(32), np.int64(37), np.int64(7), np.int64(45), np.int64(14), np.int64(15), np.int64(20), np.int64(25), np.int64(28)}), frozenset({37, 7, 41, 45, 14, 15, 20, 25, 28}), frozenset({35, 37, 7, 41, 45, 14, 20, 25, 28})]",3,"[[np.int64(32), 41], [15, 35]]","[[17, 19, 15], [15, 19, 17], [15, 17, 21]]","[{36}, {26}, {13}]"
"[frozenset({np.int64(36), np.int64(40), np.int64(9), np.int64(11), np.int64(44), np.int64(17), np.int64(20), np.int64(27), np.int64(28)}), frozenset({36, 40, 9, 11, 44, 20, 21, 27, 28}), frozenset({40, 9, 11, 44, 20, 21, 27, 28, 31}), frozenset({35, 40, 9, 11, 44, 20, 27, 28, 31})]",4,"[[np.int64(17), 21], [36, 31], [21, 35]]","[[23, 17, 17], [17, 17, 23], [21, 17, 15], [17, 17, 23]]","[{29}, {13}, {29}, {13}]"
"[frozenset({np.int64(37), np.int64(7), np.int64(42), np.int64(44), np.int64(14), np.int64(17), np.int64(20), np.int64(23), np.int64(30)}), frozenset({37, 7, 42, 44, 14, 15, 20, 23, 30}), frozenset({37, 7, 42, 44, 14, 20, 23, 30, 31}), frozenset({37, 7, 42, 44, 14, 17, 20, 23, 31})]",4,"[[np.int64(17), 15], [15, 31], [30, 17]]","[[25, 17, 19], [15, 21, 19], [15, 17, 21], [23, 17, 17]]","[{29}, {26}, {13}, {29}]"
"[frozenset({np.int64(34), np.int64(37), np.int64(10), np.int64(45), np.int64(46), np.int64(17), np.int64(18), np.int64(19), np.int64(25)}), frozenset({34, 37, 10, 45, 46, 16, 18, 19, 25}), frozenset({32, 34, 37, 10, 45, 16, 18, 19, 25}), frozenset({32, 34, 37, 10, 45, 17, 18, 19, 25})]",4,"[[np.int64(17), 16], [46, 32], [16, 17]]","[[21, 17, 17], [15, 19, 17], [17, 19, 15], [19, 17, 15]]","[{35}, {26}, {36}, {35}]"
"[frozenset({np.int64(32), np.int64(37), np.int64(40), np.int64(9), np.int64(11), np.int64(14), np.int64(20), np.int64(21), np.int64(28)}), frozenset({32, 37, 40, 9, 11, 16, 20, 21, 28}), frozenset({32, 35, 37, 40, 9, 11, 20, 21, 28})]",3,"[[np.int64(14), 16], [16, 35]]","[[21, 17, 15], [19, 21, 15], [19, 17, 25]]","[{29}, {36}, {13}]"
"[frozenset({7, 44, 46, 14, 17, np.int64(18), 20, 23, 30}), frozenset({7, 44, 46, 14, 18, 20, 23, 30, 31}), frozenset({7, 44, 14, 46, 17, 18, 20, 23, 31})]",3,"[[17, 31], [30, 17]]","[[23, 17, 17], [15, 17, 21], [23, 17, 17]]","[{29}, {13}, {29}]"
"[frozenset({np.int64(39), np.int64(42), np.int64(13), np.int64(14), np.int64(18), np.int64(19), np.int64(24), np.int64(27), np.int64(30)}), frozenset({39, 42, 13, 14, 18, 19, 25, 27, 30}), frozenset({39, 42, 13, 18, 19, 24, 25, 27, 30})]",3,"[[np.int64(24), 25], [14, 24]]","[[17, 23, 17], [21, 15, 17], [15, 21, 17]]","[{31}, {29}, {31}]"
"[frozenset({np.int64(37), np.int64(40), np.int64(9), np.int64(17), np.int64(18), np.int64(20), np.int64(25), np.int64(27), np.int64(28)}), frozenset({37, 40, 9, 13, 18, 20, 25, 27, 28}), frozenset({37, 40, 9, 42, 13, 18, 20, 25, 28}), frozenset({37, 40, 9, 42, 17, 18, 20, 25, 28})]",4,"[[np.int64(17), 13], [27, 42], [13, 17]]","[[21, 17, 15], [17, 19, 15], [15, 19, 17], [23, 17, 17]]","[{29}, {36}, {26}, {29}]"
"[frozenset({np.int64(39), np.int64(42), np.int64(11), np.int64(13), np.int64(15), np.int64(19), np.int64(24), np.int64(27), np.int64(30)}), frozenset({39, 42, 11, 13, 15, 19, 21, 27, 30}), frozenset({39, 42, 11, 15, 16, 19, 21, 27, 30}), frozenset({39, 42, 11, 15, 16, 19, 26, 27, 30})]",4,"[[np.int64(24), 21], [13, 16], [21, 26]]","[[17, 23, 17], [21, 15, 17], [17, 23, 17], [23, 17, 17]]","[{31}, {29}, {31}, {29}]"
"[frozenset({np.int64(35), np.int64(37), np.int64(7), np.int64(42), np.int64(44), np.int64(14), np.int64(20), np.int64(23), np.int64(30)}), frozenset({37, 7, 42, 44, 14, 17, 20, 23, 30}), frozenset({37, 7, 42, 44, 14, 15, 20, 23, 30})]",3,"[[np.int64(35), 17], [17, 15]]","[[15, 17, 21], [25, 17, 19], [15, 21, 19]]","[{13}, {29}, {26}]"
"[frozenset({np.int64(7), np.int64(42), np.int64(10), np.int64(44), np.int64(13), np.int64(15), np.int64(22), np.int64(25), np.int64(30)}), frozenset({7, 42, 10, 44, 15, 22, 25, 29, 30}), frozenset({8, 10, 42, 44, 15, 22, 25, 29, 30}), frozenset({8, 42, 10, 44, 15, 22, 24, 25, 30})]",4,"[[np.int64(13), 29], [7, 8], [29, 24]]","[[15, 21, 17], [15, 17, 19], [17, 15, 19], [17, 23, 17]]","[{31}, {17}, {16}, {31}]"
"[frozenset({np.int64(32), np.int64(34), np.int64(8), np.int64(12), np.int64(45), np.int64(21), np.int64(23), np.int64(25), np.int64(30)}), frozenset({32, 34, 8, 12, 45, 17, 21, 23, 25}), frozenset({32, 34, 8, 40, 12, 45, 17, 21, 25}), frozenset({32, 34, 8, 40, 12, 45, 21, 25, 30})]",4,"[[np.int64(30), 17], [23, 40], [17, 30]]","[[17, 17, 23], [19, 17, 15], [19, 15, 17], [17, 15, 21]]","[{13}, {35}, {24}, {13}]"
"[frozenset({np.int64(36), np.int64(37), np.int64(7), np.int64(42), np.int64(44), np.int64(14), np.int64(17), np.int64(20), np.int64(28)}), frozenset({36, 37, 7, 42, 44, 14, 20, 28, 30}), frozenset({37, 7, 42, 44, 14, 16, 20, 28, 30}), frozenset({37, 7, 42, 44, 14, 17, 20, 28, 30})]",4,"[[np.int64(17), 30], [36, 16], [16, 17]]","[[23, 17, 17], [15, 17, 21], [15, 21, 19], [25, 17, 19]]","[{29}, {13}, {26}, {29}]"
"[frozenset({np.int64(39), np.int64(8), np.int64(10), np.int64(42), np.int64(19), np.int64(25), np.int64(26), np.int64(27), np.int64(30)}), frozenset({36, 39, 8, 42, 10, 19, 25, 27, 30}), frozenset({39, 8, 10, 42, 19, 24, 25, 27, 30})]",3,"[[np.int64(26), 36], [36, 24]]","[[21, 15, 17], [17, 15, 19], [17, 23, 17]]","[{29}, {16}, {31}]"
"[frozenset({np.int64(37), np.int64(10), np.int64(12), np.int64(45), np.int64(18), np.int64(25), np.int64(27), np.int64(28), np.int64(29)}), frozenset({37, 10, 42, 12, 45, 18, 25, 28, 29}), frozenset({37, 42, 10, 12, 45, 44, 18, 25, 29})]",3,"[[np.int64(27), 42], [28, 44]]","[[17, 19, 15], [15, 19, 17], [15, 17, 19]]","[{36}, {26}, {17}]"
"[frozenset({np.int64(32), np.int64(34), np.int64(39), np.int64(11), np.int64(13), np.int64(46), np.int64(15), np.int64(21), np.int64(30)}), frozenset({32, 34, 39, 11, 46, 15, 16, 21, 30}), frozenset({32, 34, 39, 11, 46, 15, 16, 26, 30})]",3,"[[np.int64(13), 16], [21, 26]]","[[21, 15, 19], [17, 25, 19], [23, 17, 19]]","[{24}, {31}, {24}]"
"[frozenset({np.int64(34), np.int64(37), np.int64(8), np.int64(13), np.int64(45), np.int64(15), np.int64(19), np.int64(22), np.int64(25)}), frozenset({34, 37, 8, 40, 13, 45, 15, 22, 25}), frozenset({34, 37, 7, 40, 13, 45, 15, 22, 25})]",3,"[[np.int64(19), 40], [8, 7]]","[[19, 17, 15], [19, 15, 17], [17, 21, 17]]","[{35}, {24}, {36}]"
"[frozenset({np.int64(34), np.int64(7), np.int64(41), np.int64(45), np.int64(14), np.int64(17), np.int64(20), np.int64(28), np.int64(31)}), frozenset({34, 7, 41, 45, 14, 20, 25, 28, 31}), frozenset({34, 7, 45, 14, 20, 25, 26, 28, 31})]",3,"[[np.int64(17), 25], [41, 26]]","[[23, 19, 17], [15, 19, 23], [21, 19, 15]]","[{35}, {13}, {35}]"
"[frozenset({np.int64(32), np.int64(34), np.int64(37), np.int64(40), np.int64(10), np.int64(12), np.int64(18), np.int64(20), np.int64(25)}), frozenset({32, 34, 37, 40, 10, 12, 18, 25, 30}), frozenset({32, 34, 37, 40, 10, 12, 18, 25, 31}), frozenset({34, 37, 40, 10, 42, 12, 18, 25, 31})]",4,"[[np.int64(20), 30], [30, 31], [32, 42]]","[[17, 21, 17], [17, 17, 21], [21, 17, 17], [15, 17, 19]]","[{36}, {17}, {24}, {17}]"
"[frozenset({np.int64(40), np.int64(9), np.int64(10), np.int64(42), np.int64(18), np.int64(20), np.int64(25), np.int64(28), np.int64(31)}), frozenset({40, 9, 10, 18, 20, 25, 27, 28, 31}), frozenset({35, 40, 9, 10, 18, 20, 27, 28, 31})]",3,"[[np.int64(42), 27], [25, 35]]","[[15, 19, 21], [23, 19, 15], [17, 19, 23]]","[{17}, {29}, {17}]"
"[frozenset({np.int64(39), np.int64(42), np.int64(11), np.int64(15), np.int64(16), np.int64(19), np.int64(26), np.int64(27), np.int64(30)}), frozenset({39, 42, 11, 15, 16, 19, 21, 27, 30}), frozenset({39, 42, 11, 13, 15, 19, 21, 27, 30}), frozenset({39, 42, 11, 13, 15, 19, 24, 27, 30})]",4,"[[np.int64(26), 21], [16, 13], [21, 24]]","[[23, 17, 17], [17, 23, 17], [21, 15, 17], [17, 23, 17]]","[{29}, {31}, {29}, {31}]"
"[frozenset({np.int64(32), np.int64(34), np.int64(36), np.int64(8), np.int64(9), np.int64(41), np.int64(21), np.int64(23), np.int64(25)}), frozenset({32, 34, 8, 9, 41, 18, 21, 23, 25}), frozenset({32, 34, 8, 9, 41, 21, 23, 24, 25})]",3,"[[np.int64(36), 18], [18, 24]]","[[17, 17, 23], [19, 17, 15], [17, 21, 15]]","[{13}, {35}, {31}]"
"[frozenset({np.int64(32), np.int64(34), np.int64(37), np.int64(40), np.int64(10), np.int64(14), np.int64(15), np.int64(20), np.int64(25)}), frozenset({34, 37, 40, 10, 42, 14, 15, 20, 25}), frozenset({34, 37, 40, 10, 42, 14, 15, 21, 25})]",3,"[[np.int64(32), 42], [20, 21]]","[[19, 23, 17], [17, 23, 19], [21, 15, 19]]","[{36}, {26}, {24}]"
"[frozenset({np.int64(37), np.int64(7), np.int64(40), np.int64(14), np.int64(46), np.int64(15), np.int64(20), np.int64(25), np.int64(28)}), frozenset({37, 7, 40, 14, 15, 20, 25, 27, 28}), frozenset({37, 7, 40, 14, 20, 25, 27, 28, 30}), frozenset({37, 7, 40, 14, 20, 25, 27, 28, 31}), frozenset({37, 7, 40, 42, 14, 20, 25, 28, 31}), frozenset({37, 7, 40, 42, 14, 20, 21, 25, 28})]",6,"[[np.int64(46), 27], [15, 30], [30, 31], [27, 42], [31, 21]]","[[15, 19, 17], [17, 19, 15], [17, 17, 23], [21, 17, 15], [15, 17, 21], [23, 17, 17]]","[{26}, {36}, {13}, {29}, {13}, {29}]"
"[frozenset({np.int64(37), np.int64(8), np.int64(41), np.int64(10), np.int64(15), np.int64(18), np.int64(25), np.int64(29), np.int64(30)}), frozenset({37, 7, 41, 10, 15, 18, 25, 29, 30}), frozenset({37, 7, 41, 10, 15, 18, 24, 25, 29})]",3,"[[np.int64(8), 7], [30, 24]]","[[17, 15, 19], [15, 17, 19], [15, 19, 17]]","[{16}, {17}, {26}]"
"[frozenset({np.int64(32), np.int64(34), np.int64(37), np.int64(40), np.int64(10), np.int64(14), np.int64(15), np.int64(25), np.int64(29)}), frozenset({32, 34, 37, 40, 10, 14, 15, 20, 25}), frozenset({34, 37, 40, 10, 42, 14, 15, 20, 25}), frozenset({34, 37, 40, 10, 42, 14, 15, 21, 25})]",4,"[[np.int64(29), 20], [32, 42], [20, 21]]","[[19, 15, 21], [19, 23, 17], [17, 23, 19], [21, 15, 19]]","[{16}, {36}, {26}, {24}]"
"[frozenset({np.int64(37), np.int64(7), np.int64(40), np.int64(15), np.int64(18), np.int64(20), np.int64(25), np.int64(27), np.int64(28)}), frozenset({37, 7, 40, 46, 15, 18, 20, 25, 28}), frozenset({37, 7, 40, 46, 18, 20, 21, 25, 28})]",3,"[[np.int64(27), 46], [15, 21]]","[[17, 19, 15], [15, 19, 17], [23, 17, 17]]","[{36}, {26}, {29}]"
"[frozenset({np.int64(37), np.int64(40), np.int64(9), np.int64(18), np.int64(20), np.int64(21), np.int64(22), np.int64(25), np.int64(28)}), frozenset({37, 40, 9, 13, 18, 20, 22, 25, 28}), frozenset({37, 40, 9, 42, 13, 18, 20, 25, 28}), frozenset({37, 40, 9, 42, 17, 18, 20, 25, 28})]",4,"[[np.int64(21), 13], [22, 42], [13, 17]]","[[21, 17, 15], [17, 19, 15], [15, 19, 17], [23, 17, 17]]","[{29}, {36}, {26}, {29}]"
"[frozenset({np.int64(32), np.int64(7), np.int64(40), np.int64(44), np.int64(14), np.int64(20), np.int64(25), np.int64(28), np.int64(31)}), frozenset({36, 7, 40, 44, 14, 20, 25, 28, 31}), frozenset({36, 7, 40, 44, 14, 17, 20, 28, 31})]",3,"[[np.int64(32), 36], [25, 17]]","[[21, 17, 15], [15, 17, 21], [23, 17, 17]]","[{29}, {13}, {29}]"
"[frozenset({np.int64(34), np.int64(39), np.int64(8), np.int64(13), np.int64(46), np.int64(15), np.int64(21), np.int64(27), np.int64(30)}), frozenset({34, 39, 8, 46, 15, 16, 21, 27, 30}), frozenset({34, 39, 8, 46, 15, 16, 26, 27, 30})]",3,"[[np.int64(13), 16], [21, 26]]","[[21, 15, 19], [17, 25, 19], [23, 17, 19]]","[{24}, {31}, {24}]"
"[frozenset({np.int64(37), np.int64(7), np.int64(40), np.int64(44), np.int64(14), np.int64(17), np.int64(20), np.int64(25), np.int64(28)}), frozenset({36, 37, 7, 40, 44, 14, 20, 25, 28}), frozenset({36, 37, 7, 40, 44, 14, 17, 20, 28})]",3,"[[np.int64(17), 36], [25, 17]]","[[21, 17, 15], [15, 17, 21], [23, 17, 17]]","[{29}, {13}, {29}]"
"[frozenset({np.int64(35), np.int64(39), np.int64(9), np.int64(10), np.int64(42), np.int64(18), np.int64(19), np.int64(25), np.int64(30)}), frozenset({35, 39, 10, 11, 42, 18, 19, 25, 30}), frozenset({39, 10, 11, 42, 18, 19, 25, 26, 30})]",3,"[[np.int64(9), 11], [35, 26]]","[[15, 17, 19], [17, 15, 19], [21, 15, 17]]","[{17}, {16}, {29}]"
"[frozenset({np.int64(34), np.int64(37), np.int64(10), np.int64(12), np.int64(45), np.int64(22), np.int64(23), np.int64(25), np.int64(29)}), frozenset({34, 37, 40, 10, 12, 45, 22, 25, 29}), frozenset({34, 37, 40, 10, 12, 45, 22, 25, 26}), frozenset({34, 37, 40, 10, 12, 45, 16, 22, 25})]",4,"[[np.int64(23), 40], [29, 26], [26, 16]]","[[17, 19, 15], [17, 17, 21], [21, 17, 17], [17, 21, 17]]","[{36}, {17}, {24}, {36}]"
"[frozenset({np.int64(32), np.int64(36), np.int64(8), np.int64(9), np.int64(12), np.int64(44), np.int64(46), np.int64(21), np.int64(24)}), frozenset({32, 8, 9, 44, 12, 46, 21, 24, 30}), frozenset({32, 8, 9, 12, 44, 46, 21, 29, 30}), frozenset({32, 8, 9, 12, 44, 46, 16, 21, 29})]",4,"[[np.int64(36), 30], [24, 29], [30, 16]]","[[17, 17, 23], [17, 23, 17], [17, 15, 21], [17, 23, 17]]","[{13}, {31}, {13}, {31}]"
"[frozenset({np.int64(37), np.int64(7), np.int64(44), np.int64(46), np.int64(15), np.int64(14), np.int64(20), np.int64(25), np.int64(28)}), frozenset({37, 7, 44, 14, 46, 20, 21, 25, 28}), frozenset({35, 37, 7, 44, 14, 46, 20, 25, 28})]",3,"[[np.int64(15), 21], [21, 35]]","[[15, 19, 17], [23, 17, 17], [15, 17, 21]]","[{26}, {29}, {13}]"
"[frozenset({np.int64(37), np.int64(7), np.int64(41), np.int64(45), np.int64(14), np.int64(20), np.int64(25), np.int64(28), np.int64(29)}), frozenset({32, 37, 7, 45, 14, 20, 25, 28, 29}), frozenset({32, 35, 37, 7, 45, 14, 20, 25, 28})]",3,"[[np.int64(41), 32], [29, 35]]","[[15, 19, 17], [17, 19, 15], [17, 17, 23]]","[{26}, {36}, {13}]"
"[frozenset({np.int64(37), np.int64(7), np.int64(45), np.int64(14), np.int64(20), np.int64(25), np.int64(27), np.int64(28), np.int64(30)}), frozenset({37, 7, 45, 14, 16, 20, 25, 27, 28}), frozenset({37, 7, 41, 45, 14, 16, 20, 25, 28}), frozenset({35, 37, 7, 41, 45, 14, 20, 25, 28})]",4,"[[np.int64(30), 16], [27, 41], [16, 35]]","[[17, 17, 23], [17, 19, 15], [15, 19, 17], [15, 17, 21]]","[{13}, {36}, {26}, {13}]"
"[frozenset({np.int64(34), np.int64(37), np.int64(41), np.int64(10), np.int64(14), np.int64(15), np.int64(18), np.int64(25), np.int64(31)}), frozenset({34, 37, 41, 10, 12, 15, 18, 25, 31}), frozenset({34, 37, 41, 10, 12, 15, 18, 24, 25})]",3,"[[np.int64(14), 12], [31, 24]]","[[17, 15, 19], [15, 17, 19], [15, 19, 17]]","[{16}, {17}, {26}]"
"[frozenset({np.int64(34), np.int64(37), np.int64(41), np.int64(10), np.int64(14), np.int64(19), np.int64(20), np.int64(23), np.int64(25)}), frozenset({34, 37, 41, 10, 13, 14, 19, 23, 25}), frozenset({34, 37, 41, 10, 14, 19, 23, 25, 31})]",3,"[[np.int64(20), 13], [13, 31]]","[[17, 21, 17], [21, 17, 17], [17, 17, 21]]","[{26}, {35}, {16}]"
"[frozenset({np.int64(34), np.int64(37), np.int64(45), np.int64(13), np.int64(18), np.int64(19), np.int64(25), np.int64(27), np.int64(31)}), frozenset({34, 37, 45, 13, 18, 19, 20, 25, 27}), frozenset({34, 37, 13, 45, 46, 18, 19, 20, 25}), frozenset({34, 37, 45, 13, 46, 17, 18, 19, 25})]",4,"[[np.int64(31), 20], [27, 46], [20, 17]]","[[19, 17, 15], [17, 19, 15], [15, 19, 17], [21, 17, 17]]","[{35}, {36}, {26}, {35}]"
